movieId,title,year,genres
853,Dingo,(1991),Drama
854,"Ballad of Narayama, The (Narayama Bushiko)",(1958),Drama
855,Every Other Weekend (Un week-end sur deux),(1990),Drama
856,Mille bolle blu,(1993),Comedy
857,Crows and Sparrows (Wuya yu maque),(1949),Drama
859,"Hippie Revolution, The",(1996),Documentary
860,"Maybe, Maybe Not (Bewegte Mann, Der)",(1994),Comedy
862,Manny & Lo,(1996),Drama
865,Small Faces,(1996),Drama
868,Death in Brunswick,(1991),Comedy
870,Gone Fishin',(1997),Comedy
871,Lover's Knot,(1996),Comedy
872,Vive L'Amour (Ai qing wan sui),(1994),Drama
873,Shadow of Angels (Schatten der Engel),(1976),Drama
878,Bye-Bye,(1995),Drama
884,Sweet Nothing,(1996),Drama
887,Talk of Angels,(1998),Drama
890,Baton Rouge (Bâton rouge),(1988),Thriller
893,Mother Night,(1996),Drama
895,Venice/Venice,(1992),Drama
896,Wild Reeds (Les roseaux sauvages),(1994),Drama
921,My Favorite Year,(1982),Comedy
926,All About Eve,(1950),Drama
927,"Women, The",(1939),Comedy
934,Father of the Bride,(1950),Comedy
944,Lost Horizon,(1937),Drama
949,East of Eden,(1955),Drama
954,Mr. Smith Goes to Washington,(1939),Drama
957,"Scarlet Letter, The",(1926),Drama
959,Of Human Bondage,(1934),Drama
961,Little Lord Fauntleroy,(1936),Drama
971,Cat on a Hot Tin Roof,(1958),Drama
972,"Last Time I Saw Paris, The",(1954),Drama
980,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie)",(1985),Action
981,Dangerous Ground,(1997),Drama
982,Picnic,(1955),Drama
985,Small Wonders,(1995),Documentary
989,Brother of Sleep (Schlafes Bruder),(1995),Drama
991,Michael Collins,(1996),Drama
992,"Rich Man's Wife, The",(1996),Thriller
993,Infinity,(1996),Drama
1001,"Associate, The (Associé, L')",(1979),Comedy
1006,"Chamber, The",(1996),Drama
1020,Cool Runnings,(1993),Comedy
1038,Unhook the Stars,(1996),Drama
1039,Synthetic Pleasures,(1995),Documentary
1040,"Secret Agent, The",(1996),Drama
1041,Secrets & Lies,(1996),Drama
1044,Surviving Picasso,(1996),Drama
1051,Trees Lounge,(1996),Drama
1052,"Proprietor, The",(1996),Drama
1054,Get on the Bus,(1996),Drama
1055,Shadow Conspiracy,(1997),Thriller
1056,Jude,(1996),Drama
1058,Bitter Sugar (Azúcar amarga),(1996),Drama
1061,Sleepers,(1996),Thriller
1062,"Sunchaser, The",(1996),Drama
1063,Johns,(1996),Drama
1080,Monty Python's Life of Brian,(1979),Comedy
1082,"Candidate, The",(1972),Drama
1091,Weekend at Bernie's,(1989),Comedy
1093,"Doors, The",(1991),Drama
1095,Glengarry Glen Ross,(1992),Drama
1096,Sophie's Choice,(1982),Drama
1098,"Search for One-eye Jimmy, The",(1996),Comedy
1102,American Strays,(1996),Action
1103,Rebel Without a Cause,(1955),Drama
1104,"Streetcar Named Desire, A",(1951),Drama
1105,Children of the Corn IV The Gathering,(1996),Horror
1106,"Leopard Son, The",(1996),Documentary
1107,Loser,(1991),Comedy
1109,Charm's Incidents (Charms Zwischenfälle),(1996),Drama
1110,Bird of Prey,(1996),Action
1111,Microcosmos (Microcosmos Le peuple de l'herbe),(1996),Documentary
1113,"Associate, The",(1996),Comedy
1115,Sleepover,(1995),Drama
1116,"Single Girl, A (Fille seule, La)",(1995),Drama
1117,"Eighth Day, The (Huitième jour, Le)",(1996),Drama
1119,Drunks,(1995),Drama
1121,Glory Daze,(1995),Drama
1122,Plutonium Circus,(1995),Documentary
1123,"Perfect Candidate, A",(1996),Documentary
1124,On Golden Pond,(1981),Drama
1128,"Fog, The",(1980),Horror
1132,Manon of the Spring (Manon des sources),(1986),Drama
1135,Private Benjamin,(1980),Comedy
1138,Dadetown,(1995),Drama
1139,Everything Relative,(1996),Drama
1140,Entertaining Angels The Dorothy Day Story,(1996),Drama
1141,Last Call (Hoogste tijd),(1995),Drama
1142,Get Over It,(1996),Drama
1143,Three Lives and Only One Death (Trois vies & une seule mort),(1996),Comedy
1144,"Line King The Al Hirschfeld Story, The",(1996),Documentary
1145,Snowriders,(1996),Documentary
1147,When We Were Kings,(1996),Documentary
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",(1982),Drama
1155,"Invitation, The (Zaproszenie)",(1986),Drama
1156,"Children Are Watching Us, The (Bambini ci guardano, I)",(1944),Drama
1157,"Symphonie pastorale, La",(1946),Drama
1158,Here Comes Cookie,(1935),Comedy
1160,Six of a Kind,(1934),Comedy
1163,Mina Tannenbaum,(1994),Drama
1164,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her),(1967),Drama
1166,Farmer & Chase,(1997),Comedy
1167,Dear God,(1996),Comedy
1169,American Dream,(1990),Documentary
1170,Best of the Best 3 No Turning Back,(1995),Action
1171,Bob Roberts,(1992),Comedy
1172,Cinema Paradiso (Nuovo cinema Paradiso),(1989),Drama
1174,Dead Tired (Grosse Fatigue),(1994),Comedy
1180,Hear My Song,(1991),Comedy
1185,My Left Foot,(1989),Drama
1186,"Sex, Lies, and Videotape",(1989),Drama
1187,Passion Fish,(1992),Drama
1189,"Thin Blue Line, The",(1988),Documentary
1192,Paris Is Burning,(1990),Documentary
1193,One Flew Over the Cuckoo's Nest,(1975),Drama
1194,Cheech and Chong's Up in Smoke,(1978),Comedy
1202,Withnail & I,(1987),Comedy
1203,12 Angry Men,(1957),Drama
1207,To Kill a Mockingbird,(1962),Drama
1225,Amadeus,(1984),Drama
1228,Raging Bull,(1980),Drama
1231,"Right Stuff, The",(1983),Drama
1237,"Seventh Seal, The (Sjunde inseglet, Det)",(1957),Drama
1238,Local Hero,(1983),Comedy
1246,Dead Poets Society,(1989),Drama
1258,"Shining, The",(1980),Horror
1276,Cool Hand Luke,(1967),Drama
1280,Raise the Red Lantern (Da hong deng long gao gao gua),(1991),Drama
1285,Heathers,(1989),Comedy
1288,This Is Spinal Tap,(1984),Comedy
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi Life Out of Balance),(1983),Documentary
1293,Gandhi,(1982),Drama
1295,"Unbearable Lightness of Being, The",(1988),Drama
1297,Real Genius,(1985),Comedy
1308,I Shot a Man in Vegas,(1995),Comedy
1310,Hype!,(1996),Documentary
1311,Santa with Muscles,(1996),Comedy
1312,Female Perversions,(1996),Drama
1315,Paris Was a Woman,(1995),Documentary
1316,Anna,(1996),Drama
1317,I'm Not Rappaport,(1996),Comedy
1319,Kids of Survival,(1996),Documentary
1322,Amityville 1992 It's About Time,(1992),Horror
1323,Amityville 3-D,(1983),Horror
1324,Amityville Dollhouse,(1996),Horror
1325,Amityville A New Generation,(1993),Horror
1326,Amityville II The Possession,(1982),Horror
1328,"Amityville Curse, The",(1990),Horror
1329,Blood for Dracula (Andy Warhol's Dracula),(1974),Horror
1330,April Fool's Day,(1986),Horror
1331,Audrey Rose,(1977),Horror
1341,Burnt Offerings,(1976),Horror
1343,Cape Fear,(1991),Thriller
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",(1922),Horror
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),(1986),Horror
1358,Sling Blade,(1996),Drama
1360,Identification of a Woman (Identificazione di una donna),(1982),Drama
1361,Paradise Lost The Child Murders at Robin Hood Hills,(1996),Documentary
1363,"Preacher's Wife, The",(1996),Drama
1364,Zero Kelvin (Kjærlighetens kjøtere),(1995),Drama
1365,Ridicule,(1996),Drama
1366,"Crucible, The",(1996),Drama
1368,"Forbidden Christ, The (Cristo proibito, Il)",(1950),Drama
1384,"Substance of Fire, The",(1996),Drama
1390,My Fellow Americans,(1996),Comedy
1394,Raising Arizona,(1987),Comedy
1397,Bastard Out of Carolina,(1996),Drama
1399,Marvin's Room,(1996),Drama
1400,Somebody is Waiting,(1996),Drama
1401,Ghosts of Mississippi,(1996),Drama
1406,"Judgement in Stone, A (Cérémonie, La)",(1995),Drama
1412,Some Mother's Son,(1996),Drama
1413,"Whole Wide World, The",(1996),Drama
1414,Mother,(1996),Comedy
1417,"Portrait of a Lady, The",(1996),Drama
1420,Message to Love The Isle of Wight Festival,(1996),Documentary
1421,Grateful Dead,(1995),Documentary
1423,Hearts and Minds,(1996),Drama
1424,Inside,(1996),Action
1425,Fierce Creatures,(1997),Comedy
1428,Angel Baby,(1995),Drama
1434,"Stranger, The",(1994),Action
1436,Falling in Love Again,(1980),Comedy
1437,"Cement Garden, The",(1993),Drama
1439,Meet Wally Sparks,(1997),Comedy
1440,Amos & Andrew,(1993),Comedy
1442,Prefontaine,(1997),Drama
1443,"Tickle in the Heart, A",(1996),Documentary
1444,Guantanamera,(1994),Comedy
1448,Fire on the Mountain,(1996),Documentary
1449,Waiting for Guffman,(1996),Comedy
1456,"Pest, The",(1997),Comedy
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation),(1997),Comedy
1462,Unforgotten Twenty-Five Years After Willowbrook,(1996),Documentary
1470,Rhyme & Reason,(1997),Documentary
1471,Boys Life 2,(1997),Drama
1485,Liar Liar,(1997),Comedy
1486,"Quiet Room, The",(1996),Drama
1490,B*A*P*S,(1997),Comedy
1497,Double Team,(1997),Action
1503,8 Heads in a Duffel Bag,(1997),Comedy
1504,Hollow Reed,(1996),Drama
1508,Traveller,(1997),Drama
1509,All Over Me,(1997),Drama
1510,"Brother's Kiss, A",(1997),Drama
1513,Romy and Michele's High School Reunion,(1997),Comedy
1516,Children of the Revolution,(1996),Comedy
1519,Broken English,(1996),Drama
1522,Ripe,(1996),Drama
1524,"Turning, The",(1992),Drama
1526,Fathers' Day,(1997),Comedy
1528,Intimate Relations,(1996),Comedy
1531,Losing Chase,(1996),Drama
1532,Sprung,(1997),Comedy
1533,"Promise, The (La promesse)",(1996),Drama
1534,"Bonheur, Le",(1965),Drama
1543,"Designated Mourner, The",(1997),Drama
1545,Ponette,(1996),Drama
1546,Schizopolis,(1996),Comedy
1548,"War at Home, The",(1996),Drama
1553,Late Bloomers,(1996),Comedy
1555,"To Have, or Not (En avoir (ou pas))",(1995),Drama
1557,Squeeze,(1997),Drama
1558,Sudden Manhattan,(1997),Comedy
1559,"Next Step, The",(1997),Drama
1561,Wedding Bell Blues,(1996),Comedy
1563,Dream With the Fishes,(1997),Drama
1567,"Last Time I Committed Suicide, The",(1997),Drama
1572,"Contempt (Mépris, Le)",(1963),Drama
1575,Gabbeh,(1996),Drama
1577,Mondo,(1996),Drama
1579,For Ever Mozart,(1996),Drama
1581,Out to Sea,(1997),Comedy
1585,Love Serenade,(1996),Comedy
1596,Career Girls,(1997),Drama
1599,Steel,(1997),Action
1602,Leave It to Beaver,(1997),Comedy
1612,"Kiss Me, Guido",(1997),Comedy
1613,Star Maps,(1997),Drama
1614,In & Out,(1997),Comedy
1621,Soul Food,(1997),Drama
1623,Wishmaster,(1997),Horror
1624,"Thousand Acres, A",(1997),Drama
1628,"Locusts, The",(1997),Drama
1633,Ulee's Gold,(1997),Drama
1635,"Ice Storm, The",(1997),Drama
1640,How to Be a Player,(1997),Comedy
1649,"Fast, Cheap & Out of Control",(1997),Documentary
1650,Washington Square,(1997),Drama
1651,Telling Lies in America,(1997),Drama
1652,Year of the Horse,(1997),Documentary
1659,Hurricane Streets,(1997),Drama
1660,Eve's Bayou,(1997),Drama
1664,Nenette and Boni (Nénette et Boni),(1996),Drama
1665,Bean,(1997),Comedy
1668,One Night Stand,(1997),Drama
1672,"Rainmaker, The",(1997),Drama
1673,Boogie Nights,(1997),Drama
1679,Chairman of the Board,(1998),Comedy
1694,"Apostle, The",(1997),Drama
1695,Artemisia,(1997),Drama
1698,"Boys, Les",(1997),Comedy
1703,For Richer or Poorer,(1997),Comedy
1705,Guy,(1997),Drama
1706,Tar,(1996),Drama
1708,Ill Gotten Gains,(1997),Drama
1709,Legal Deceit,(1997),Thriller
1710,Man of Her Dreams (a.k.a. The Fiancé),(1997),Drama
1715,Office Killer,(1997),Thriller
1716,"Other Voices, Other Rooms",(1995),Drama
1718,Stranger in the House,(1997),Thriller
1719,"Sweet Hereafter, The",(1997),Drama
1724,Full Speed (À toute vitesse),(1996),Drama
1725,"Education of Little Tree, The",(1997),Drama
1728,"Winter Guest, The",(1997),Drama
1730,Kundun,(1997),Drama
1731,Mr. Magoo,(1997),Comedy
1738,Vermin,(1998),Comedy
1743,Arguing the World,(1998),Documentary
1746,Senseless,(1998),Comedy
1747,Wag the Dog,(1997),Comedy
1753,Half Baked,(1998),Comedy
1756,"Prophecy II, The",(1998),Horror
1759,"Four Days in September (O Que É Isso, Companheiro?)",(1997),Drama
1760,Spice World,(1997),Comedy
1768,Mother and Son (Mat i syn),(1997),Drama
1771,Night Flier,(1997),Horror
1776,Ride,(1998),Drama
1780,Ayn Rand A Sense of Life,(1997),Documentary
1781,"Further Gesture, A",(1996),Drama
1787,"Paralyzing Fear The Story of Polio in America, A",(1998),Documentary
1789,"Sadness of Sex, The",(1995),Drama
1793,Welcome to Woop-Woop,(1997),Comedy
1795,"Callejón de los milagros, El",(1995),Drama
1798,Hush,(1998),Thriller
1807,"Cool, Dry Place, A",(1998),Drama
1811,"Niagara, Niagara",(1997),Drama
1814,"Price Above Rubies, A",(1998),Drama
1815,Eden,(1997),Drama
1830,Follow the Bitch,(1996),Comedy
1837,"Odd Couple II, The",(1998),Comedy
1839,My Giant,(1998),Comedy
1840,He Got Game,(1998),Drama
1846,Nil By Mouth,(1997),Drama
1853,"Alan Smithee Film Burn Hollywood Burn, An",(1997),Comedy
1855,Krippendorf's Tribe,(1998),Comedy
1856,Kurt & Courtney,(1998),Documentary
1857,"Real Blonde, The",(1997),Comedy
1859,Taste of Cherry (Ta'm e guilass),(1997),Drama
1860,Character (Karakter),(1997),Drama
1863,Major League Back to the Minors,(1998),Comedy
1864,Sour Grapes,(1998),Comedy
1865,Wild Man Blues,(1997),Documentary
1872,Go Now,(1995),Drama
1875,Clockwatchers,(1997),Comedy
1877,Little Men,(1998),Drama
1880,Lawn Dogs,(1997),Drama
1886,I Got the Hook Up,(1998),Comedy
1890,Little Boy Blue,(1997),Drama
1892,"Perfect Murder, A",(1998),Thriller
1893,Beyond Silence (Jenseits der Stille),(1996),Drama
1896,Cousin Bette,(1998),Comedy
1901,Dear Jesse,(1997),Documentary
1903,Hav Plenty,(1997),Comedy
1905,Marie from the Bay of Angels (Marie Baie Des Anges),(1997),Drama
1911,Dr. Dolittle,(1998),Comedy
1915,Voyage to the Beginning of the World (Viagem ao Princípio do Mundo),(1997),Drama
1922,Whatever,(1998),Drama
1933,"Life of Emile Zola, The",(1937),Drama
1938,"Lost Weekend, The",(1945),Drama
1940,Gentleman's Agreement,(1947),Drama
1941,Hamlet,(1948),Drama
1942,All the King's Men,(1949),Drama
1943,"Greatest Show on Earth, The",(1952),Drama
1949,"Man for All Seasons, A",(1966),Drama
1952,Midnight Cowboy,(1969),Drama
1954,Rocky,(1976),Drama
1955,Kramer vs. Kramer,(1979),Drama
1956,Ordinary People,(1980),Drama
1957,Chariots of Fire,(1981),Drama
1960,"Last Emperor, The",(1987),Drama
1961,Rain Man,(1988),Drama
1962,Driving Miss Daisy,(1989),Drama
1966,Metropolitan,(1990),Comedy
1969,"Nightmare on Elm Street 2 Freddy's Revenge, A",(1985),Horror
