movieId,title,genres
814,"Boy Called Hate, A",Drama
816,Two Deaths,Drama
820,"Death in the Garden (Mort en ce jardin, La)",Drama
823,"Collector, The (La collectionneuse)",Drama
826,Women Robbers (Diebinnen),Drama
827,"Convent, The (O Convento)",Drama
830,"First Wives Club, The",Comedy
833,High School High,Comedy
834,Phat Beach,Comedy
835,Foxfire,Drama
843,Lotto Land,Drama
848,"Spitfire Grill, The",Drama
851,Basquiat,Drama
854,"Ballad of Narayama, The (Narayama Bushiko)",Drama
855,Every Other Weekend (Un week-end sur deux),Drama
857,Crows and Sparrows (Wuya yu maque),Drama
859,"Hippie Revolution, The",Documentary
862,Manny & Lo,Drama
865,Small Faces,Drama
868,Death in Brunswick,Comedy
870,Gone Fishin',Comedy
872,Vive L'Amour (Ai qing wan sui),Drama
873,Shadow of Angels (Schatten der Engel),Drama
878,Bye-Bye,Drama
884,Sweet Nothing,Drama
893,Mother Night,Drama
896,Wild Reeds (Les roseaux sauvages),Drama
921,My Favorite Year,Comedy
926,All About Eve,Drama
944,Lost Horizon,Drama
949,East of Eden,Drama
954,Mr. Smith Goes to Washington,Drama
957,"Scarlet Letter, The",Drama
959,Of Human Bondage,Drama
972,"Last Time I Saw Paris, The",Drama
980,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie)",Action
982,Picnic,Drama
985,Small Wonders,Documentary
989,Brother of Sleep (Schlafes Bruder),Drama
991,Michael Collins,Drama
992,"Rich Man's Wife, The",Thriller
993,Infinity,Drama
1001,"Associate, The (Associé, L')",Comedy
1006,"Chamber, The",Drama
1039,Synthetic Pleasures,Documentary
1040,"Secret Agent, The",Drama
1041,Secrets & Lies,Drama
1044,Surviving Picasso,Drama
1051,Trees Lounge,Drama
1052,"Proprietor, The",Drama
1054,Get on the Bus,Drama
1055,Shadow Conspiracy,Thriller
1056,Jude,Drama
1058,Bitter Sugar (Azúcar amarga),Drama
1061,Sleepers,Thriller
1062,"Sunchaser, The",Drama
1080,Monty Python's Life of Brian,Comedy
1082,"Candidate, The",Drama
1091,Weekend at Bernie's,Comedy
1093,"Doors, The",Drama
1095,Glengarry Glen Ross,Drama
1096,Sophie's Choice,Drama
1098,"Search for One-eye Jimmy, The",Comedy
1102,American Strays,Action
1103,Rebel Without a Cause,Drama
1104,"Streetcar Named Desire, A",Drama
1105,Children of the Corn IV The Gathering,Horror
1106,"Leopard Son, The",Documentary
1110,Bird of Prey,Action
1111,Microcosmos (Microcosmos Le peuple de l'herbe),Documentary
1113,"Associate, The",Comedy
1115,Sleepover,Drama
1116,"Single Girl, A (Fille seule, La)",Drama
1117,"Eighth Day, The (Huitième jour, Le)",Drama
1121,Glory Daze,Drama
1122,Plutonium Circus,Documentary
1123,"Perfect Candidate, A",Documentary
1128,"Fog, The",Horror
1135,Private Benjamin,Comedy
1139,Everything Relative,Drama
1141,Last Call (Hoogste tijd),Drama
1142,Get Over It,Drama
1144,"Line King The Al Hirschfeld Story, The",Documentary
1147,When We Were Kings,Documentary
1155,"Invitation, The (Zaproszenie)",Drama
1157,"Symphonie pastorale, La",Drama
1163,Mina Tannenbaum,Drama
1164,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her),Drama
1166,Farmer & Chase,Comedy
1169,American Dream,Documentary
1170,Best of the Best 3 No Turning Back,Action
1171,Bob Roberts,Comedy
1174,Dead Tired (Grosse Fatigue),Comedy
1180,Hear My Song,Comedy
1185,My Left Foot,Drama
1186,"Sex, Lies, and Videotape",Drama
1187,Passion Fish,Drama
1189,"Thin Blue Line, The",Documentary
1192,Paris Is Burning,Documentary
1193,One Flew Over the Cuckoo's Nest,Drama
1194,Cheech and Chong's Up in Smoke,Comedy
1202,Withnail & I,Comedy
1203,12 Angry Men,Drama
1207,To Kill a Mockingbird,Drama
1225,Amadeus,Drama
1228,Raging Bull,Drama
1231,"Right Stuff, The",Drama
1237,"Seventh Seal, The (Sjunde inseglet, Det)",Drama
1238,Local Hero,Comedy
1246,Dead Poets Society,Drama
1258,"Shining, The",Horror
1280,Raise the Red Lantern (Da hong deng long gao gao gua),Drama
1293,Gandhi,Drama
1295,"Unbearable Lightness of Being, The",Drama
1297,Real Genius,Comedy
1308,I Shot a Man in Vegas,Comedy
1310,Hype!,Documentary
1312,Female Perversions,Drama
1315,Paris Was a Woman,Documentary
1316,Anna,Drama
1317,I'm Not Rappaport,Comedy
1319,Kids of Survival,Documentary
1322,Amityville 1992 It's About Time,Horror
1323,Amityville 3-D,Horror
1324,Amityville Dollhouse,Horror
1325,Amityville A New Generation,Horror
1326,Amityville II The Possession,Horror
1328,"Amityville Curse, The",Horror
1329,Blood for Dracula (Andy Warhol's Dracula),Horror
1330,April Fool's Day,Horror
1331,Audrey Rose,Horror
1341,Burnt Offerings,Horror
1343,Cape Fear,Thriller
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",Horror
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),Horror
1358,Sling Blade,Drama
1360,Identification of a Woman (Identificazione di una donna),Drama
1361,Paradise Lost The Child Murders at Robin Hood Hills,Documentary
1363,"Preacher's Wife, The",Drama
1364,Zero Kelvin (Kjærlighetens kjøtere),Drama
1365,Ridicule,Drama
1366,"Crucible, The",Drama
1384,"Substance of Fire, The",Drama
1390,My Fellow Americans,Comedy
1397,Bastard Out of Carolina,Drama
1399,Marvin's Room,Drama
1400,Somebody is Waiting,Drama
1401,Ghosts of Mississippi,Drama
1406,"Judgement in Stone, A (Cérémonie, La)",Drama
1412,Some Mother's Son,Drama
1413,"Whole Wide World, The",Drama
1414,Mother,Comedy
1417,"Portrait of a Lady, The",Drama
1420,Message to Love The Isle of Wight Festival,Documentary
1421,Grateful Dead,Documentary
1423,Hearts and Minds,Drama
1428,Angel Baby,Drama
1436,Falling in Love Again,Comedy
1439,Meet Wally Sparks,Comedy
1440,Amos & Andrew,Comedy
1442,Prefontaine,Drama
1443,"Tickle in the Heart, A",Documentary
1444,Guantanamera,Comedy
1448,Fire on the Mountain,Documentary
1449,Waiting for Guffman,Comedy
1456,"Pest, The",Comedy
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation),Comedy
1462,Unforgotten Twenty-Five Years After Willowbrook,Documentary
1471,Boys Life 2,Drama
1486,"Quiet Room, The",Drama
1490,B*A*P*S,Comedy
1503,8 Heads in a Duffel Bag,Comedy
1508,Traveller,Drama
1510,"Brother's Kiss, A",Drama
1516,Children of the Revolution,Comedy
1519,Broken English,Drama
1522,Ripe,Drama
1528,Intimate Relations,Comedy
1533,"Promise, The (La promesse)",Drama
1534,"Bonheur, Le",Drama
1543,"Designated Mourner, The",Drama
1545,Ponette,Drama
1548,"War at Home, The",Drama
1553,Late Bloomers,Comedy
1557,Squeeze,Drama
1558,Sudden Manhattan,Comedy
1559,"Next Step, The",Drama
1561,Wedding Bell Blues,Comedy
1563,Dream With the Fishes,Drama
1567,"Last Time I Committed Suicide, The",Drama
1572,"Contempt (Mépris, Le)",Drama
1575,Gabbeh,Drama
1579,For Ever Mozart,Drama
1581,Out to Sea,Comedy
1585,Love Serenade,Comedy
1599,Steel,Action
1602,Leave It to Beaver,Comedy
1612,"Kiss Me, Guido",Comedy
1613,Star Maps,Drama
1621,Soul Food,Drama
1623,Wishmaster,Horror
1624,"Thousand Acres, A",Drama
1633,Ulee's Gold,Drama
1640,How to Be a Player,Comedy
1649,"Fast, Cheap & Out of Control",Documentary
1650,Washington Square,Drama
1652,Year of the Horse,Documentary
1660,Eve's Bayou,Drama
1664,Nenette and Boni (Nénette et Boni),Drama
1668,One Night Stand,Drama
1672,"Rainmaker, The",Drama
1673,Boogie Nights,Drama
1694,"Apostle, The",Drama
1695,Artemisia,Drama
1703,For Richer or Poorer,Comedy
1705,Guy,Drama
1706,Tar,Drama
1708,Ill Gotten Gains,Drama
1709,Legal Deceit,Thriller
1715,Office Killer,Thriller
1718,Stranger in the House,Thriller
1719,"Sweet Hereafter, The",Drama
1724,Full Speed (À toute vitesse),Drama
1725,"Education of Little Tree, The",Drama
1728,"Winter Guest, The",Drama
1731,Mr. Magoo,Comedy
1743,Arguing the World,Documentary
1746,Senseless,Comedy
1756,"Prophecy II, The",Horror
1759,"Four Days in September (O Que É Isso, Companheiro?)",Drama
1760,Spice World,Comedy
1768,Mother and Son (Mat i syn),Drama
1771,Night Flier,Horror
1776,Ride,Drama
1780,Ayn Rand A Sense of Life,Documentary
1781,"Further Gesture, A",Drama
1787,"Paralyzing Fear The Story of Polio in America, A",Documentary
1789,"Sadness of Sex, The",Drama
1793,Welcome to Woop-Woop,Comedy
1795,"Callejón de los milagros, El",Drama
1798,Hush,Thriller
1811,"Niagara, Niagara",Drama
1814,"Price Above Rubies, A",Drama
1815,Eden,Drama
1830,Follow the Bitch,Comedy
1837,"Odd Couple II, The",Comedy
1839,My Giant,Comedy
1840,He Got Game,Drama
1846,Nil By Mouth,Drama
1853,"Alan Smithee Film Burn Hollywood Burn, An",Comedy
1855,Krippendorf's Tribe,Comedy
1857,"Real Blonde, The",Comedy
1859,Taste of Cherry (Ta'm e guilass),Drama
1860,Character (Karakter),Drama
1863,Major League Back to the Minors,Comedy
1864,Sour Grapes,Comedy
1865,Wild Man Blues,Documentary
1872,Go Now,Drama
1875,Clockwatchers,Comedy
1877,Little Men,Drama
1880,Lawn Dogs,Drama
1892,"Perfect Murder, A",Thriller
1893,Beyond Silence (Jenseits der Stille),Drama
1896,Cousin Bette,Comedy
1901,Dear Jesse,Documentary
1903,Hav Plenty,Comedy
1911,Dr. Dolittle,Comedy
1933,"Life of Emile Zola, The",Drama
1938,"Lost Weekend, The",Drama
1940,Gentleman's Agreement,Drama
1941,Hamlet,Drama
1942,All the King's Men,Drama
1943,"Greatest Show on Earth, The",Drama
1949,"Man for All Seasons, A",Drama
1952,Midnight Cowboy,Drama
1954,Rocky,Drama
1955,Kramer vs. Kramer,Drama
1956,Ordinary People,Drama
1960,"Last Emperor, The",Drama
1961,Rain Man,Drama
1962,Driving Miss Daisy,Drama
1966,Metropolitan,Comedy
1972,"Nightmare on Elm Street 5 The Dream Child, A",Horror
1975,Friday the 13th Part 2,Horror
1976,Friday the 13th Part 3 3D,Horror
1977,Friday the 13th Part IV The Final Chapter,Horror
1978,Friday the 13th Part V A New Beginning,Horror
1979,Friday the 13th Part VI Jason Lives,Horror
1980,Friday the 13th Part VII The New Blood,Horror
1981,Friday the 13th Part VIII Jason Takes Manhattan,Horror
1982,Halloween,Horror
1983,Halloween II,Horror
1984,Halloween III Season of the Witch,Horror
1985,Halloween 4 The Return of Michael Myers,Horror
1986,Halloween 5 The Revenge of Michael Myers,Horror
1987,Prom Night,Horror
1988,Hello Mary Lou Prom Night II,Horror
1989,Prom Night III The Last Kiss,Horror
1990,Prom Night IV Deliver Us From Evil,Horror
1999,"Exorcist III, The",Horror
2022,"Last Temptation of Christ, The",Drama
2060,BASEketball,Comedy
2064,Roger & Me,Documentary
2071,And the Band Played On,Drama
2072,"'burbs, The",Comedy
2073,Fandango,Comedy
2104,Tex,Drama
2109,"Jerk, The",Comedy
2111,"Man with Two Brains, The",Comedy
2114,"Outsiders, The",Drama
2118,"Dead Zone, The",Thriller
2119,Maximum Overdrive,Horror
2128,Safe Men,Comedy
2129,"Saltmen of Tibet, The (Salzmänner von Tibet, Die)",Documentary
2131,Autumn Sonata (Höstsonaten),Drama
2151,"Gods Must Be Crazy II, The",Comedy
2169,Dead Man on Campus,Comedy
2178,Frenzy,Thriller
2188,54,Drama
2190,Why Do Fools Fall In Love?,Drama
2191,"Merry War, A",Comedy
2195,Dirty Work,Comedy
2196,Knock Off,Action
2197,Firelight,Drama
2200,Under Capricorn,Drama
2201,"Paradine Case, The",Drama
2207,Jamaica Inn,Drama
2210,Sabotage,Thriller
2216,"Skin Game, The",Drama
2222,Champagne,Comedy
2223,"Farmer's Wife, The",Comedy
2225,Easy Virtue,Drama
2226,"Ring, The",Drama
2230,Always Tell Your Wife,Comedy
2231,Rounders,Drama
2233,Digging to China,Drama
2236,Simon Birch,Drama
2237,Without Limits,Drama
2241,Class,Comedy
2247,Married to the Mob,Comedy
2249,My Blue Heaven,Comedy
2251,"Cabinet of Dr. Ramirez, The",Comedy
2254,Choices,Drama
2255,Young Doctors in Love,Comedy
2258,"Master, The",Action
2261,One Crazy Summer,Comedy
2270,"Century of Cinema, A",Documentary
2272,One True Thing,Drama
2274,Lilian's Story,Drama
2276,"Soldier's Daughter Never Cries, A",Drama
2284,Bandit Queen,Drama
2286,"Fiendish Plot of Dr. Fu Manchu, The",Comedy
2296,"Night at the Roxbury, A",Comedy
2298,Strangeland,Thriller
2299,"Battle of the Sexes, The",Comedy
2300,"Producers, The",Comedy
2302,My Cousin Vinny,Comedy
2304,Love Is the Devil,Drama
2305,Slam,Drama
2310,"Mighty, The",Drama
2312,Children of a Lesser God,Drama
2313,"Elephant Man, The",Drama
2323,"Cruise, The",Documentary
2333,Gods and Monsters,Drama
2335,"Waterboy, The",Comedy
2336,Elizabeth,Drama
2337,Velvet Goldmine,Drama
2343,"Naked Man, The",Drama
2345,Desert Bloom,Drama
2347,"Pope of Greenwich Village, The",Drama
2348,Sid and Nancy,Drama
2350,Heart Condition,Comedy
2351,"Nights of Cabiria (Notti di Cabiria, Le)",Drama
2356,Celebrity,Comedy
2360,"Celebration, The (Festen)",Drama
2361,Pink Flamingos,Comedy
2362,Glen or Glenda,Drama
2372,Fletch Lives,Comedy
2375,"Money Pit, The",Comedy
2390,Little Voice,Comedy
2397,Mass Appeal,Drama
2416,Back to School,Comedy
2418,Nothing in Common,Comedy
2420,"Karate Kid, The",Drama
2432,Stepmom,Drama
2433,"Civil Action, A",Drama
2434,Down in the Delta,Drama
2439,Affliction,Drama
2440,Another Day in Paradise,Drama
2442,Hilary and Jackie,Drama
2445,At First Sight,Drama
2451,"Gate, The",Horror
2452,"Gate II Trespassers, The",Horror
2459,"Texas Chainsaw Massacre, The",Horror
2460,"Texas Chainsaw Massacre 2, The",Horror
2464,Trick or Treat,Horror
2466,Belizaire the Cajun,Drama
2472,Tough Guys,Comedy
2473,Soul Man,Comedy
2480,Dry Cleaning (Nettoyage à sec),Drama
2489,Spanish Fly,Drama
2493,"Harmonists, The",Drama
2494,"Last Days, The",Documentary
2499,God Said 'Ha!',Comedy
2500,Jawbreaker,Comedy
2501,October Sky,Drama
2503,"Apple, The (Sib)",Drama
2508,"Breaks, The",Comedy
2512,"Ballad of Narayama, The (Narayama bushiko)",Drama
2513,Pet Sematary,Horror
2515,Children of the Corn II The Final Sacrifice,Horror
2516,Children of the Corn III,Horror
2517,Christine,Horror
2518,Night Shift,Comedy
2522,Airport '77,Drama
2534,Avalanche,Action
2536,"Concorde Airport '79, The",Drama
2539,Analyze This,Comedy
2543,Six Ways to Sunday,Comedy
2547,Harvest,Drama
2548,"Rage Carrie 2, The",Horror
2552,My Boyfriend's Back,Comedy
2555,Baby Geniuses,Comedy
2562,Bandits,Drama
2563,Dangerous Beauty,Drama
2567,EDtv,Comedy
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La)",Drama
2576,"Love, etc.",Drama
2584,Foolish,Comedy
2590,Hideous Kinky,Drama
2598,Pushing Tin,Comedy
2599,Election,Comedy
2601,"Little Bit of Soul, A",Comedy
2609,"King of Masks, The (Bian Lian)",Drama
2611,"Winslow Boy, The",Drama
2618,"Castle, The",Comedy
2621,Xiu Xiu The Sent-Down Girl (Tian yu),Drama
2634,"Mummy, The",Horror
2635,"Mummy's Curse, The",Horror
2636,"Mummy's Ghost, The",Horror
2637,"Mummy's Hand, The",Horror
2638,"Mummy's Tomb, The",Horror
2639,Mommie Dearest,Drama
2644,Dracula,Horror
2646,House of Dracula,Horror
2647,House of Frankenstein,Horror
2649,Son of Frankenstein,Horror
2650,"Ghost of Frankenstein, The",Horror
2651,Frankenstein Meets the Wolf Man,Horror
2653,Son of Dracula,Horror
2655,Howling II Your Sister Is a Werewolf,Horror
2673,Eternity and a Day (Mia aoniotita kai mia mera),Drama
2678,Desert Blue,Comedy
2680,Floating,Drama
2682,Limbo,Drama
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)",Drama
2694,Big Daddy,Comedy
2696,"Dinner Game, The (Dîner de cons, Le)",Comedy
2702,Summer of Sam,Drama
2703,Broken Vessels,Drama
2705,"Late August, Early September (Fin août, début septembre)",Drama
2714,"Wood, The",Drama
2725,Twin Falls Idaho,Drama
2736,Brighton Beach Memoirs,Comedy
2743,Native Son,Drama
2744,Otello,Drama
2745,"Mission, The",Drama
2753,"Bedroom Window, The",Thriller
2754,Deadtime Stories,Horror
2755,Light of Day,Drama
2756,Wanted Dead or Alive,Action
2758,Plenty,Drama
2759,Dick,Comedy
2760,"Gambler, The (Játékos, A)",Drama
2768,Stiff Upper Lips,Comedy
2770,Bowfinger,Comedy
2771,Brokedown Palace,Drama
2775,Head On,Drama
2776,"Marcello Mastroianni I Remember Yes, I Remember (Marcello Mastroianni mi ricordo, sì, io mi ricordo)",Documentary
2777,Cobra,Drama
2779,Heaven Can Wait,Comedy
2782,"Pit and the Pendulum, The",Horror
2783,"Tomb of Ligeia, The",Horror
2784,"Masque of the Red Death, The",Horror
2785,Tales of Terror,Horror
2786,Haunted Honeymoon,Comedy
2787,Cat's Eye,Horror
2788,Monty Python's And Now for Something Completely Different,Comedy
2791,Airplane!,Comedy
2792,Airplane II The Sequel,Comedy
2796,Funny Farm,Comedy
2799,Problem Child 2,Comedy
2813,"Source, The",Documentary
2814,"Bat, The",Horror
2817,Aces Iron Eagle III,Action
2820,Hamlet,Drama
2825,Rosie,Drama
2829,"Muse, The",Comedy
2830,Cabaret Balkan (Bure Baruta),Drama
2831,"Dog of Flanders, A",Drama
2832,"Lost Son, The",Drama
2836,Outside Providence,Comedy
2839,West Beirut (West Beyrouth),Drama
2848,"Othello (Tragedy of Othello The Moor of Venice, The)",Drama
2852,"Soldier's Story, A",Drama
2855,Nightmares,Horror
2856,I Saw What You Did,Thriller
2865,Sugar Town,Comedy
2866,"Buddy Holly Story, The",Drama
2868,Fright Night Part II,Horror
2869,"Separation, The (Séparation, La)",Drama
2870,Barefoot in the Park,Comedy
2878,Hell Night,Horror
2891,"Happy, Texas",Comedy
2907,Superstar,Comedy
2909,"Five Wives, Three Secretaries and Me",Documentary
2911,"Grandfather, The (Abuelo, El)",Drama
2915,Risky Business,Comedy
2918,Ferris Bueller's Day Off,Comedy
2928,"Razor's Edge, The",Drama
2930,Return with Honor,Documentary
2932,Days of Heaven,Drama
2933,"Fire Within, The (Feu follet, Le)",Drama
2937,"Palm Beach Story, The",Comedy
2954,Penitentiary,Drama
2955,Penitentiary II,Drama
2957,Sparrows,Drama
2958,Naturally Native,Drama
2964,Julien Donkey-Boy,Drama
2965,"Omega Code, The",Action
2979,Body Shots,Drama
2983,"Ipcress File, The",Thriller
2988,Melvin and Howard,Drama
2996,Music of the Heart,Drama
2999,Man of the Century,Comedy
3002,My Best Fiend (Mein liebster Feind),Documentary
3005,"Bone Collector, The",Thriller
3009,Portraits Chinois,Drama
3010,Rosetta,Drama
3011,"They Shoot Horses, Don't They?",Drama
3012,Battling Butler,Comedy
3014,Bustin' Loose,Comedy
3015,Coma,Thriller
3017,Creepshow 2,Horror
3021,"Funhouse, The",Horror
3028,"Taming of the Shrew, The",Comedy
3031,Repossessed,Comedy
3039,Trading Places,Comedy
3040,Meatballs,Comedy
3041,Meatballs Part II,Comedy
3042,Meatballs III,Comedy
3043,Meatballs 4,Comedy
3048,Under the Rainbow,Comedy
3050,Light It Up,Drama
3055,Felicia's Journey,Thriller
3057,Where's Marlowe?,Comedy
3059,British Intelligence,Drama
3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The",Drama
3076,Irma la Douce,Comedy
3077,42 Up,Documentary
3078,Liberty Heights,Drama
3083,All About My Mother (Todo sobre mi madre),Drama
3084,Home Page,Documentary
3085,"Living Dead Girl, The (Morte Vivante, La)",Horror
3090,Matewan,Drama
3092,"47 Samurai (Chûshingura) (Loyal 47 Ronin, The)",Drama
3095,"Grapes of Wrath, The",Drama
3096,My Man Godfrey,Comedy
3100,"River Runs Through It, A",Drama
3109,"River, The",Drama
3110,Country,Drama
3111,Places in the Heart,Drama
3112,'night Mother,Drama
3115,Flawless,Drama
3116,Miss Julie,Drama
3118,Tumbleweeds,Drama
3120,"Distinguished Gentleman, The",Comedy
3128,"Map of the World, A",Drama
